timestamp,event_name,city,target_date,series_slug,question,outcome_name,implied_prob,clob_buy_price,clob_sell_price,spread,best_bid,best_ask,volume,liquidity,token_id,market_id,event_id
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 50-51°F on March 11?,Yes,0.36,,,,0.35,0.37,4373.748106000001,687.4897,68216815929568287298153860927386421930895989471474358528821207428748476014599,1536920,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 50-51°F on March 11?,No,0.64,,,,0.35,0.37,4373.748106000001,687.4897,512692867861015142122596779031658361937879042436296170237801340279056514736,1536920,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 52-53°F on March 11?,Yes,0.425,,,,0.41,0.44,35886.922336999975,556.8844,63563513700880530008550062132596977330736350598281985052724477361435106846516,1536921,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 52-53°F on March 11?,No,0.575,,,,0.41,0.44,35886.922336999975,556.8844,30397853537175803615092760851281352757328921206462388269125660308946649375084,1536921,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be 54°F or higher on March 11?,Yes,0.105,,,,0.1,0.11,6187.737504000007,656.6909,79959621821797541689649307346744623041502810168396818713695843908134091066650,1536922,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be 54°F or higher on March 11?,No,0.895,0.89,0.9,-0.010000,0.1,0.11,6187.737504000007,656.6909,20714049181983880008970808487641125117297760917299219940589538910477121145263,1536922,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in NYC on March 11?,NYC,2026-03-11,nyc-daily-weather,Will the highest temperature in New York City be between 54-55°F on March 11?,Yes,0.005,,,,0.002,0.008,19613.276262999996,3297.29951,64848606330538481636319684695651929116221261270716004385845528336016496266603,1536930,255782
2026-03-11T04:27:18.867654+00:00,Highest temperature in NYC on March 11?,NYC,2026-03-11,nyc-daily-weather,Will the highest temperature in New York City be between 54-55°F on March 11?,No,0.995,,,,0.002,0.008,19613.276262999996,3297.29951,75353481003138435860783571709168463002314844364799798704634997573258942637534,1536930,255782
2026-03-11T04:27:18.867654+00:00,Highest temperature in NYC on March 11?,NYC,2026-03-11,nyc-daily-weather,Will the highest temperature in New York City be 56°F or higher on March 11?,Yes,0.994,,,,0.993,0.995,13726.998293999995,1640.08949,2862298681733601110045310807761814604142359979013667024150712270318402602895,1536931,255782
2026-03-11T04:27:18.867654+00:00,Highest temperature in NYC on March 11?,NYC,2026-03-11,nyc-daily-weather,Will the highest temperature in New York City be 56°F or higher on March 11?,No,0.006,,,,0.993,0.995,13726.998293999995,1640.08949,25282933879150410315151827066045189445979622618960019031858173809398125342516,1536931,255782
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be between 68-69°F on March 11?,Yes,0.016,,,,0.012,0.02,4314.475849,920.06921,47365163929085293640115565401107083164484499590803381879323157185186439276300,1536937,255783
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be between 68-69°F on March 11?,No,0.984,,,,0.012,0.02,4314.475849,920.06921,70221506636855328365794985643867416877775236051865163420872148125399444271054,1536937,255783
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be between 70-71°F on March 11?,Yes,0.0685,,,,0.068,0.069,5020.1583200000005,655.81042,104435331030519775541603725512116468097014439912419545641538802993992730228850,1536938,255783
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be between 70-71°F on March 11?,No,0.9315,0.931,0.932,-0.001000,0.068,0.069,5020.1583200000005,655.81042,106206847794676722159150313449825238251473372297392489819633143516706062435380,1536938,255783
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be between 72-73°F on March 11?,Yes,0.085,,,,0.08,0.09,5420.139004999999,536.7681,103421072113135936962553246811225275059739165334269347217746840950998025120851,1536939,255783
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be between 72-73°F on March 11?,No,0.915,0.91,0.92,-0.010000,0.08,0.09,5420.139004999999,536.7681,110266834747967314466540327590306532683114700782196256433339999760391672598165,1536939,255783
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be 74°F or higher on March 11?,Yes,0.82,0.8,0.83,-0.030000,0.8,0.84,5230.358063,375.5532,69507452286541424904237628884411000379323528255664657027200356020368083864665,1536940,255783
2026-03-11T04:27:18.867654+00:00,Highest temperature in Dallas on March 11?,Dallas,2026-03-11,dallas-daily-weather,Will the highest temperature in Dallas be 74°F or higher on March 11?,No,0.18,,,,0.8,0.84,5230.358063,375.5532,89479764000349113057746595085668430754148808907433654310942358394879264394026,1536940,255783
